Seed,TTL Feature,Perturbation (%),RF TPR,RF TPR Drop,RF Evasion Rate,RF AUROC,RF AUPRC,MLP TPR,MLP TPR Drop,MLP Evasion Rate,MLP AUROC,MLP AUPRC
7,sttl,-10,0.6577472866849025,-0.01438277596399895,0.3422527133150975,0.800967253607618,0.8106686210351643,0.6043192446836672,-0.144798376422836,0.39568075531633284,0.8634779131023727,0.8867411367454541
7,sttl,-5,0.6577472866849025,-0.01438277596399895,0.3422527133150975,0.800967253607618,0.8106686210351643,0.6741374746316068,-0.07498014647489637,0.32586252536839316,0.8743749502171368,0.8964762440363817
7,sttl,-2,0.6577472866849025,-0.01438277596399895,0.3422527133150975,0.8009681401599251,0.8106720121842614,0.7221388864378364,-0.026978734668666737,0.2778611135621636,0.8812112587969598,0.9028032290892034
7,sttl,0,0.6721300626489014,0.0,0.32786993735109854,0.802779732293398,0.8170186445445462,0.7491176211065032,0.0,0.25088237889349685,0.8851645126883703,0.9065496565740345
7,sttl,2,0.6720197652872143,-0.00011029736168710613,0.32798023471278565,0.8024782964602297,0.8157600297732577,0.7537721697696991,0.004654548663195923,0.2462278302303009,0.8858846107755158,0.9072447967316881
7,sttl,5,0.6720197652872143,-0.00011029736168710613,0.32798023471278565,0.8024222770264309,0.8157299158980618,0.7538383481867114,0.004720727080208209,0.24616165181328864,0.8858024615986322,0.9071783136695393
7,sttl,10,0.6720197652872143,-0.00011029736168710613,0.32798023471278565,0.802425377872799,0.8157316804740843,0.7539927644930733,0.0048751433865701355,0.24600723550692669,0.8856747056550949,0.9070745710086341
7,sttl,15,0.6720197652872143,-0.00011029736168710613,0.32798023471278565,0.802425377872799,0.8157316804740843,0.7540148239654108,0.004897202858907601,0.24598517603458925,0.8855404955272931,0.9069651195295199
7,dttl,-15,0.6721300626489014,0.0,0.32786993735109854,0.8027799889583398,0.8170187811131939,0.7017118150533839,-0.04740580605311928,0.2982881849466161,0.8927724872472401,0.9143882890927808
7,dttl,-10,0.6721300626489014,0.0,0.32786993735109854,0.8027799889583398,0.8170187811131939,0.7185652519191741,-0.030552369187329065,0.2814347480808259,0.8918579513069941,0.9132477496201116
7,dttl,-5,0.6721300626489014,0.0,0.32786993735109854,0.8027799138368934,0.8170187462641612,0.7351760345892526,-0.013941586517250526,0.2648239654107474,0.8896328701639078,0.910912506337952
7,dttl,-2,0.6721300626489014,0.0,0.32786993735109854,0.8027799138368934,0.8170187462641612,0.7456984028942027,-0.003419218212300401,0.25430159710579725,0.887381726648558,0.9086724918893995
7,dttl,0,0.6721300626489014,0.0,0.32786993735109854,0.802779732293398,0.8170186445445462,0.7491176211065032,0.0,0.25088237889349685,0.8851645126883703,0.9065496565740345
