Seed,TTL Feature,Perturbation (%),Attack Category,Samples,RF TPR,MLP TPR,RF Clean TPR,MLP Clean TPR,RF TPR Drop,MLP TPR Drop
123,sttl,-10,Reconnaissance,3496,0.3687070938215103,0.4874141876430206,0.3801487414187643,0.5263157894736842,-0.011441647597254023,-0.0389016018306636
123,sttl,-10,Shellcode,378,0.3941798941798942,0.47883597883597884,0.3941798941798942,0.5026455026455027,0.0,-0.023809523809523836
123,sttl,-10,Worms,44,0.38636363636363635,0.4090909090909091,0.4090909090909091,0.4772727272727273,-0.022727272727272763,-0.06818181818181818
123,sttl,-5,Analysis,677,0.7769571639586411,0.9940915805022157,0.7991137370753324,0.9940915805022157,-0.02215657311669128,0.0
123,sttl,-5,Backdoor,583,0.9108061749571184,0.9656946826758147,0.9193825042881647,0.9656946826758147,-0.00857632933104635,0.0
123,sttl,-5,DoS,4089,0.38248960626069944,0.8234287111763268,0.46881878209831257,0.8248960626069943,-0.08632917583761313,-0.0014673514306675628
123,sttl,-5,Exploits,11132,0.42768595041322316,0.6473230326985268,0.5209306503772907,0.6493891484010061,-0.09324469996406753,-0.0020661157024793875
123,sttl,-5,Fuzzers,6062,0.6001319696469812,0.5016496205872649,0.6065654899373144,0.5257340811613329,-0.006433520290333172,-0.02408446057406799
123,sttl,-5,Generic,18871,0.9856923321498595,0.7555508452122304,0.987547029834137,0.8134704043240951,-0.0018546976842774843,-0.05791955911186475
123,sttl,-5,Reconnaissance,3496,0.3687070938215103,0.511441647597254,0.3801487414187643,0.5263157894736842,-0.011441647597254023,-0.014874141876430214
123,sttl,-5,Shellcode,378,0.3941798941798942,0.4973544973544973,0.3941798941798942,0.5026455026455027,0.0,-0.005291005291005346
